('Michael Hall', 'FIGHTER', 'HALF_ELF', 17915, 7)
('Allison Thomas', 'PALADIN', 'HALF_ELF', 2021, 16)
('Ryan Garcia', 'MONK', 'HUMAN', 17800, 4)
('Sheila Patel MD', 'DRUID', 'DRAGONBORN', 9957, 20)
('John Rodriguez', 'RANGER', 'ELF', 10655, 6)
('Joshua King', 'SORCERER', 'HALFLING', 8747, 12)
('Dylan Ruiz', 'FIGHTER', 'DRAGONBORN', 11162, 14)
('Charles Frye', 'BARD', 'DWARF', 14760, 14)
('Mark Powell', 'BARBARIAN', 'GNOME', 17226, 11)
('Christopher Smith', 'MONK', 'HALF_ORC', 12004, 8)
('Patricia Hall', 'BARD', 'ELF', 986, 7)
('Adam Gray', 'MONK', 'TIEFLING', 7326, 8)
('Kenneth Curry', 'CLERIC', 'HALF_ORC', 19636, 11)
('Chelsey Obrien', 'ROGUE', 'HALFLING', 16790, 3)
('Ronald Brown', 'MONK', 'TIEFLING', 12240, 16)
('Joshua Chang', 'DRUID', 'TIEFLING', 16036, 17)
('Michael Brown', 'SORCERER', 'DRAGONBORN', 16437, 20)
('Timothy Adams', 'ROGUE', 'DWARF', 4706, 19)
('Adam Solomon', 'FIGHTER', 'DRAGONBORN', 14929, 9)
('Michelle Kramer', 'PALADIN', 'HALF_ELF', 604, 6)
('Thomas Guerrero', 'BARBARIAN', 'DWARF', 220, 13)
('Frank Day', 'BARBARIAN', 'GNOME', 17600, 3)
('Linda Beck', 'FIGHTER', 'HUMAN', 14810, 9)
('Daniel Flores', 'MONK', 'HALFLING', 19574, 9)
('Regina Griffin', 'FIGHTER', 'HUMAN', 4511, 10)
('Mr. Justin Curtis', 'BARBARIAN', 'HALFLING', 17237, 19)
('Heather Barrett', 'CLERIC', 'HALF_ELF', 13413, 1)
('Jennifer Carter', 'MONK', 'DWARF', 12012, 10)
('Gary Smith', 'ARTIFICER', 'HUMAN', 14512, 16)
('Rebecca Lowe', 'WIZARD', 'HALF_ORC', 7637, 13)
('Brittany Simmons', 'ROGUE', 'ELF', 17674, 4)
('Samuel Sanchez', 'PALADIN', 'ELF', 19072, 11)
('Joshua Cole', 'RANGER', 'ELF', 8932, 13)
('Angela Rose', 'BARD', 'GNOME', 16163, 19)
('Cory James', 'ARTIFICER', 'TIEFLING', 8211, 6)
('Jordan Cross', 'ROGUE', 'TIEFLING', 12287, 20)
('Kristie Sandoval', 'RANGER', 'DWARF', 10211, 15)
('Jamie Morrison', 'RANGER', 'GNOME', 5656, 16)
('Chelsea Wade', 'BARD', 'DWARF', 7390, 11)
('Joseph Garner', 'MONK', 'HALF_ELF', 16136, 20)
('Glen Cooper', 'FIGHTER', 'HUMAN', 4692, 20)
('Jacob Stevenson', 'BARBARIAN', 'HALFLING', 14250, 14)
('Karen Davis', 'FIGHTER', 'GNOME', 15648, 6)
('Alexander Butler', 'PALADIN', 'TIEFLING', 10821, 3)
('Jonathan Griffin', 'BARD', 'HUMAN', 9565, 14)
('James Molina', 'DRUID', 'TIEFLING', 3230, 16)
('Anthony Macdonald', 'FIGHTER', 'TIEFLING', 16344, 20)
('Ronald Hughes', 'WIZARD', 'DWARF', 15463, 6)
('Richard Jackson', 'WARLOCK', 'HUMAN', 19141, 14)
('Shelly Jackson', 'CLERIC', 'HUMAN', 11818, 2)
('Michael Williams', 'SORCERER', 'GNOME', 2059, 14)
('Eric Mills', 'ARTIFICER', 'ELF', 2745, 6)
('Russell Davis', 'BARBARIAN', 'HUMAN', 11579, 3)
('Darren Smith', 'WIZARD', 'TIEFLING', 9706, 14)
('Amy Bates', 'ARTIFICER', 'HALF_ELF', 13481, 3)
('Daniel Caldwell', 'RANGER', 'HALF_ELF', 3195, 10)
('Gregory Taylor', 'MONK', 'HUMAN', 3692, 5)
('Chris Simon', 'RANGER', 'HALF_ELF', 9373, 2)
('Beth Hopkins', 'BARD', 'DWARF', 11358, 16)
('Katherine Howard MD', 'WARLOCK', 'DWARF', 8468, 13)
('Amber Gray', 'BARD', 'GNOME', 18119, 20)
('Curtis Rivera', 'BARD', 'ELF', 13066, 20)
('Sheri Peterson', 'WARLOCK', 'TIEFLING', 11881, 2)
('Dr. Cody Smith', 'WARLOCK', 'DRAGONBORN', 3529, 4)
('Emily Burns', 'ROGUE', 'DWARF', 10280, 16)
('Brian Levy', 'PALADIN', 'HALF_ELF', 19340, 4)
('Ashley Terry', 'ROGUE', 'HALF_ORC', 3146, 9)
('Matthew Hernandez', 'MONK', 'DRAGONBORN', 18689, 8)
('Wendy Peters', 'BARBARIAN', 'DRAGONBORN', 15791, 6)
('Samuel Gamble', 'WIZARD', 'GNOME', 17684, 5)
('Amanda Beck', 'BARBARIAN', 'DRAGONBORN', 8549, 13)
('Heidi Howell', 'WIZARD', 'HALFLING', 18728, 11)
('Megan Fitzgerald', 'ROGUE', 'HALF_ORC', 1134, 17)
('Amber Mejia', 'WARLOCK', 'HALF_ORC', 7239, 5)
('Thomas Trujillo', 'FIGHTER', 'GNOME', 4626, 2)
('Joyce Patterson', 'WIZARD', 'GNOME', 8410, 3)
('Robert Hall', 'BARBARIAN', 'HALFLING', 3381, 1)
('Olivia Morrow', 'BARBARIAN', 'TIEFLING', 17344, 19)
('William Moreno', 'MONK', 'HUMAN', 13795, 16)
('George Ray', 'WIZARD', 'GNOME', 14365, 8)
('Anna Stevenson', 'MONK', 'TIEFLING', 1305, 7)
('Calvin Spencer', 'WARLOCK', 'HALF_ORC', 1979, 12)
('Mary Prince', 'RANGER', 'HALF_ORC', 18957, 4)
('Tonya Wolfe', 'PALADIN', 'HALF_ORC', 15302, 4)
('Frederick Martin', 'MONK', 'DRAGONBORN', 8718, 20)
('Kristina Smith', 'WIZARD', 'HUMAN', 16667, 4)
('John Castro', 'WARLOCK', 'DWARF', 16670, 11)
('Gary Cuevas', 'MONK', 'HALF_ELF', 17736, 17)
('Leslie Obrien', 'BARBARIAN', 'ELF', 8293, 3)
('Charles Huff', 'PALADIN', 'HALF_ORC', 9365, 9)
('Steven Harmon', 'ARTIFICER', 'GNOME', 1611, 19)
('Michael Glenn', 'CLERIC', 'HUMAN', 3299, 5)
('Patricia Gonzalez', 'WIZARD', 'TIEFLING', 8940, 6)
('Alexis Davidson', 'ROGUE', 'ELF', 9806, 3)
('Mrs. Angela Nguyen', 'BARBARIAN', 'ELF', 15451, 12)
('Karen Allen', 'SORCERER', 'DRAGONBORN', 7818, 7)
('Nancy Foster', 'WIZARD', 'HALF_ELF', 11607, 13)
('Darren Townsend', 'RANGER', 'TIEFLING', 2130, 12)
('Taylor Lowery', 'ROGUE', 'HALF_ELF', 14303, 20)
('Robert Clark', 'MONK', 'HALFLING', 10677, 18)
('Margaret Johnson', 'BARBARIAN', 'HALFLING', 1133, 12)
('Carl Johnson', 'WIZARD', 'HALF_ORC', 11097, 13)
('Kaitlyn Hernandez', 'ARTIFICER', 'DRAGONBORN', 2797, 3)
('Brandon Brown', 'ARTIFICER', 'DWARF', 12801, 8)
('Stephanie Moreno', 'RANGER', 'HALF_ELF', 9283, 19)
('Mary Rios', 'BARD', 'DWARF', 17287, 16)
('Miguel Campbell', 'PALADIN', 'HALFLING', 15694, 6)
('Mark Lamb', 'MONK', 'DRAGONBORN', 5584, 19)
('Mark Powell', 'WARLOCK', 'DRAGONBORN', 15806, 6)
('Pamela Leblanc', 'SORCERER', 'DWARF', 4804, 5)
('Nancy Miller', 'RANGER', 'ELF', 12238, 12)
('Shannon Maxwell MD', 'FIGHTER', 'HALF_ELF', 10679, 8)
('Richard Price', 'MONK', 'HUMAN', 7275, 6)
('Tara Marks', 'MONK', 'HALFLING', 703, 15)
('Michael Armstrong', 'DRUID', 'HUMAN', 731, 20)
('Belinda Olsen', 'CLERIC', 'DWARF', 5416, 5)
('Jeremy Davis', 'PALADIN', 'HALF_ELF', 17921, 9)
('Juan Fitzgerald', 'RANGER', 'HUMAN', 18494, 8)
('Pamela Diaz', 'ROGUE', 'TIEFLING', 746, 19)
('Christopher Martinez', 'ROGUE', 'HALFLING', 15531, 12)
('Jessica Wilson', 'DRUID', 'DRAGONBORN', 12335, 5)
('Brandon Johnson', 'FIGHTER', 'HALFLING', 13494, 9)
('Veronica Bryant', 'SORCERER', 'ELF', 2444, 4)
('Larry Whitney', 'ARTIFICER', 'DRAGONBORN', 10357, 5)
('Michael Brown II', 'ARTIFICER', 'HALF_ELF', 580, 4)
('April Nelson', 'MONK', 'HALFLING', 5414, 13)
('David Williams', 'PALADIN', 'HUMAN', 8458, 11)
('Bob Wade', 'FIGHTER', 'TIEFLING', 4012, 16)
('Eric Tran', 'WIZARD', 'HUMAN', 3369, 1)
('Carlos Fleming', 'BARD', 'GNOME', 14344, 16)
('Candace Smith', 'ARTIFICER', 'HALF_ORC', 7528, 19)
('Thomas George', 'ROGUE', 'HALF_ORC', 6536, 13)
('Dr. Herbert Simmons', 'RANGER', 'DWARF', 8487, 12)
('Lisa Martin', 'ARTIFICER', 'DWARF', 6815, 8)
('Amber Shepard', 'BARBARIAN', 'DWARF', 5885, 10)
('Mrs. Heather Garcia MD', 'ROGUE', 'HALF_ELF', 19293, 11)
('Christina Frost', 'FIGHTER', 'HALFLING', 13829, 6)
('Diana Murphy', 'BARBARIAN', 'HALF_ORC', 10261, 17)
('Amy King', 'DRUID', 'HALF_ELF', 10034, 5)
('Lisa Murphy', 'WARLOCK', 'ELF', 10956, 8)
('Kevin Robertson', 'WARLOCK', 'TIEFLING', 12790, 12)
('Jerry Bishop', 'WARLOCK', 'DRAGONBORN', 11878, 18)
('Samantha Jones', 'ROGUE', 'GNOME', 19174, 18)
('Gary Leon', 'RANGER', 'HUMAN', 3207, 14)
('David Beard', 'WARLOCK', 'HALF_ELF', 10256, 9)
('Ruben Garner', 'PALADIN', 'HUMAN', 15094, 9)
('Monica Lee', 'BARD', 'GNOME', 8255, 13)
('Mark Walker', 'DRUID', 'GNOME', 17852, 16)
('Nicholas Vang', 'ROGUE', 'HALFLING', 18657, 4)
('Andrea Davis', 'WIZARD', 'HALF_ELF', 19615, 5)
('Kayla Davis', 'CLERIC', 'HALFLING', 13655, 7)
('Kyle Washington', 'ROGUE', 'ELF', 14180, 4)
('Carmen Soto', 'RANGER', 'HALFLING', 4615, 12)
('Kaitlyn Nichols', 'WARLOCK', 'DRAGONBORN', 2484, 17)
('Corey Maxwell', 'DRUID', 'HUMAN', 19469, 2)
('Walter Larson', 'DRUID', 'HALF_ORC', 3123, 2)
('Jared Craig', 'RANGER', 'DRAGONBORN', 4282, 2)
('Ronald Bailey', 'WARLOCK', 'HALF_ELF', 18243, 12)
('Mr. Thomas Moore', 'SORCERER', 'HALFLING', 6502, 16)
('Stephen Smith', 'RANGER', 'GNOME', 6117, 18)
('Rebecca Gonzalez', 'PALADIN', 'HUMAN', 3908, 6)
('Lauren Thomas', 'CLERIC', 'DWARF', 13765, 15)
('Joe Mcdonald', 'WIZARD', 'DWARF', 1368, 16)
('Elizabeth Jackson', 'FIGHTER', 'HALF_ELF', 11257, 18)
('Danielle Martin', 'FIGHTER', 'HUMAN', 18293, 3)
('Jonathan Perez', 'ROGUE', 'DWARF', 930, 12)
('Ruben Irwin', 'FIGHTER', 'TIEFLING', 3469, 1)
('Mary Davis', 'CLERIC', 'DWARF', 15391, 3)
('Megan Woods', 'ARTIFICER', 'HALF_ELF', 7340, 11)
('Theresa Hamilton', 'FIGHTER', 'DWARF', 19945, 15)
('Roger Walker', 'SORCERER', 'GNOME', 6808, 5)
('Terri Smith', 'CLERIC', 'DRAGONBORN', 7368, 16)
('Michael Baker', 'WARLOCK', 'HALF_ORC', 18448, 7)
('Robert Fitzgerald', 'ROGUE', 'DWARF', 2107, 8)
('Michael Carroll', 'RANGER', 'GNOME', 12092, 19)
('Adam Andersen', 'ARTIFICER', 'DWARF', 4905, 4)
('Randy Dixon', 'CLERIC', 'DWARF', 19036, 18)
('Latoya Vargas', 'RANGER', 'HALF_ELF', 8889, 10)
('Danielle Brown', 'ARTIFICER', 'HUMAN', 4164, 13)
('Angela Watkins', 'BARD', 'DRAGONBORN', 17309, 11)
('David Chambers', 'PALADIN', 'TIEFLING', 10095, 7)
('Erica Koch', 'SORCERER', 'DWARF', 7781, 11)
('Jose Gomez', 'WARLOCK', 'DRAGONBORN', 18465, 11)
('Tara Strickland', 'ROGUE', 'HALFLING', 7374, 14)
('Sergio White', 'CLERIC', 'GNOME', 9131, 11)
('Stacey Bryan', 'FIGHTER', 'HUMAN', 9470, 5)
('Jennifer Chapman', 'WIZARD', 'DWARF', 754, 8)
('Nathaniel Bradley', 'MONK', 'HALFLING', 3333, 6)
('Autumn Davis', 'RANGER', 'HUMAN', 1089, 13)
('Jose Paul', 'RANGER', 'ELF', 19294, 15)
('Lori Hernandez', 'DRUID', 'HALF_ORC', 18237, 6)
('Mark Griffin', 'DRUID', 'HALF_ELF', 12228, 14)
('Destiny Schultz', 'CLERIC', 'ELF', 11847, 4)
('Jennifer Hoffman', 'FIGHTER', 'DRAGONBORN', 4491, 16)
('Jessica Morris', 'SORCERER', 'TIEFLING', 6932, 7)
('Elizabeth Thornton', 'WARLOCK', 'HALF_ELF', 2663, 14)
('Bobby Joseph', 'ROGUE', 'DWARF', 9440, 16)
('Jack King', 'MONK', 'HUMAN', 6990, 15)
('Sharon Armstrong', 'ARTIFICER', 'DRAGONBORN', 6188, 5)
('Jacob Rodriguez', 'ARTIFICER', 'DRAGONBORN', 4248, 10)
('Ryan Jennings', 'PALADIN', 'DRAGONBORN', 17580, 18)
('Brandon Collins', 'BARBARIAN', 'HUMAN', 5690, 19)
('Annette Buck', 'CLERIC', 'HALFLING', 14259, 20)
('Courtney Larson', 'DRUID', 'HALF_ELF', 4692, 7)
('Timothy Schaefer', 'FIGHTER', 'HUMAN', 16170, 15)
('William Garcia', 'WARLOCK', 'DRAGONBORN', 13020, 11)
('Dana Rivers', 'ROGUE', 'DRAGONBORN', 2196, 17)
('Jay Richardson', 'ARTIFICER', 'TIEFLING', 7979, 15)
('Alexandra Stewart', 'ARTIFICER', 'TIEFLING', 2986, 14)
('Jonathan Graham', 'FIGHTER', 'ELF', 14396, 18)
('Timothy Young', 'PALADIN', 'DWARF', 3362, 15)
('Andrew Li', 'RANGER', 'TIEFLING', 6790, 5)
('Carlos Owens', 'CLERIC', 'GNOME', 15453, 1)
('Melissa Mitchell', 'WIZARD', 'HALF_ORC', 5915, 2)
('Thomas Kim', 'WIZARD', 'DRAGONBORN', 13324, 16)
('Curtis Adams DVM', 'CLERIC', 'GNOME', 2130, 10)
('Joseph Prince', 'PALADIN', 'DWARF', 10797, 12)
('Michael Ward', 'SORCERER', 'HALF_ELF', 9965, 14)
('Brian Cole', 'DRUID', 'HUMAN', 8888, 6)
('Lisa Lawrence', 'WARLOCK', 'DWARF', 3551, 5)
('Stephen House', 'FIGHTER', 'DWARF', 4603, 19)
('Heather Nelson', 'BARD', 'GNOME', 16075, 17)
('Tyler Coffey', 'ARTIFICER', 'HALFLING', 6987, 20)
('Angela Sandoval', 'BARD', 'GNOME', 9769, 2)
('Regina Ferguson', 'BARD', 'HALF_ELF', 13964, 16)
('Diana Spence', 'PALADIN', 'HALFLING', 4208, 11)
('Debra Webb', 'BARD', 'HALFLING', 15487, 18)
('James Vazquez', 'PALADIN', 'HALF_ELF', 4910, 18)
('Ronald Martinez', 'ROGUE', 'HALF_ORC', 649, 15)
('Anna Vega', 'WIZARD', 'ELF', 2922, 18)
('Dave Juarez', 'DRUID', 'HUMAN', 18414, 14)
('Jeffrey Jackson', 'SORCERER', 'TIEFLING', 11282, 6)
('Dalton Hatfield', 'CLERIC', 'HALF_ELF', 6926, 11)
('Caroline Sanchez', 'CLERIC', 'DRAGONBORN', 13171, 8)
('Benjamin Wood', 'ARTIFICER', 'DRAGONBORN', 13756, 18)
('Chelsey Schultz', 'WIZARD', 'ELF', 8241, 16)
('April Jackson', 'WARLOCK', 'HALFLING', 2259, 11)
('Douglas Parrish', 'BARD', 'TIEFLING', 15194, 10)
('Christine Contreras', 'CLERIC', 'DRAGONBORN', 13496, 13)
('Amanda Moreno', 'DRUID', 'GNOME', 18267, 20)
('James Freeman', 'ROGUE', 'DWARF', 10798, 17)
('Casey Jackson', 'FIGHTER', 'DWARF', 13961, 17)
('Candice Thompson', 'MONK', 'DRAGONBORN', 7942, 7)
('Gabrielle Lee', 'BARBARIAN', 'DRAGONBORN', 15126, 18)
('Paul Price', 'ROGUE', 'TIEFLING', 7324, 6)
('Daniel Larson', 'RANGER', 'DRAGONBORN', 13010, 2)
('Dr. Douglas Reese', 'ROGUE', 'DRAGONBORN', 17901, 6)
('David Ellis', 'MONK', 'DRAGONBORN', 14883, 12)
('Denise Oneill', 'WIZARD', 'HALF_ORC', 5524, 12)
('Jonathon Richmond', 'BARD', 'TIEFLING', 8826, 9)
('Lori Young', 'MONK', 'DRAGONBORN', 4507, 6)
('Dr. Kim Pearson', 'MONK', 'HALFLING', 12565, 12)
('Kathryn Brown', 'BARD', 'GNOME', 18792, 12)
('Anne Colon', 'SORCERER', 'DWARF', 18667, 7)
('Jessica Peterson', 'WARLOCK', 'TIEFLING', 19299, 11)
('Matthew Fitzgerald', 'SORCERER', 'GNOME', 15688, 13)
('Joshua Lee', 'MONK', 'DRAGONBORN', 15175, 11)
('Shelley White', 'PALADIN', 'TIEFLING', 12034, 17)
('Ellen Pope', 'FIGHTER', 'TIEFLING', 19622, 19)
('Richard Osborne', 'SORCERER', 'DRAGONBORN', 11056, 6)
('Brandon Harris', 'FIGHTER', 'ELF', 11745, 16)
('Ashley Perez', 'CLERIC', 'GNOME', 9046, 13)
('Melanie Harris', 'BARBARIAN', 'HALF_ORC', 13957, 14)
('Shelia Hardy MD', 'RANGER', 'GNOME', 10295, 14)
('Douglas Rodgers', 'BARBARIAN', 'HUMAN', 11062, 13)
('David Perry', 'ROGUE', 'HALFLING', 15120, 10)
('Jordan Roberts', 'CLERIC', 'DRAGONBORN', 12124, 20)
('Helen Castro', 'CLERIC', 'HALF_ORC', 6064, 12)
('Melissa Cantrell', 'RANGER', 'HALF_ELF', 13456, 9)
('Jerome Weiss', 'SORCERER', 'HUMAN', 17035, 16)
('Michael Nelson', 'ARTIFICER', 'HALF_ELF', 19270, 20)
('Phillip Tanner', 'SORCERER', 'DWARF', 5519, 2)
('Suzanne Lara', 'CLERIC', 'HALF_ELF', 14633, 11)
('Michael Sutton', 'WARLOCK', 'HALF_ORC', 2593, 4)
('Wayne Gonzalez', 'SORCERER', 'DRAGONBORN', 1479, 6)
('Heather Barnes', 'PALADIN', 'ELF', 15995, 11)
('Angela Chen', 'BARD', 'HALF_ELF', 675, 19)
('Dustin Rios', 'WIZARD', 'GNOME', 16202, 18)
('Sherry Harris', 'DRUID', 'HALF_ORC', 17682, 9)
('Katherine Green', 'CLERIC', 'HALF_ORC', 18616, 15)
('Christopher Holland', 'WARLOCK', 'TIEFLING', 14666, 18)
('Lori Young', 'MONK', 'GNOME', 8419, 2)
('Adam Cole', 'CLERIC', 'ELF', 5165, 5)
('Dustin Phillips', 'RANGER', 'HALF_ORC', 13731, 10)
('Duane Hays', 'ROGUE', 'ELF', 1038, 8)
('Travis Clark', 'DRUID', 'DWARF', 13073, 12)
('Kristy Cox', 'DRUID', 'ELF', 15197, 4)
('Amber Clark', 'ARTIFICER', 'ELF', 16344, 8)
('Daniel Wright', 'PALADIN', 'HALFLING', 15431, 6)
('Joshua Koch', 'DRUID', 'HUMAN', 4500, 6)
('Deborah Gonzalez', 'RANGER', 'ELF', 9051, 17)
('Stephanie Wilson', 'WARLOCK', 'GNOME', 17669, 3)
('Eric Jones', 'WARLOCK', 'DWARF', 7066, 2)
('Tiffany Smith', 'ROGUE', 'GNOME', 10559, 13)
('Michael Watson', 'SORCERER', 'GNOME', 10426, 6)
('Jackson Jones', 'MONK', 'HALFLING', 4547, 11)
('Sean Callahan', 'RANGER', 'DWARF', 3597, 9)
('Anthony Pitts', 'DRUID', 'DRAGONBORN', 9329, 3)
('Ronald White', 'CLERIC', 'DRAGONBORN', 11395, 14)
('Monica Murphy', 'SORCERER', 'HUMAN', 17734, 12)
('Nicole Medina', 'ARTIFICER', 'HALF_ELF', 13457, 7)
('Dr. Monica Jackson', 'DRUID', 'ELF', 16607, 15)
('Holly Lee', 'SORCERER', 'HALFLING', 16509, 7)
('James Blanchard', 'CLERIC', 'DRAGONBORN', 19980, 13)
('Daniel Coleman', 'BARD', 'DWARF', 12754, 12)
('Tim Villanueva', 'ARTIFICER', 'HALF_ELF', 16470, 20)
('Pamela Chandler', 'BARD', 'DWARF', 12960, 20)
('Joan Moore', 'BARD', 'GNOME', 3196, 3)
('David Steele', 'BARD', 'HALFLING', 1814, 15)
('Kristie Vasquez', 'SORCERER', 'GNOME', 8615, 10)
('Sara Delgado', 'RANGER', 'HUMAN', 16893, 11)
('Robert Woods', 'ARTIFICER', 'GNOME', 18643, 18)
('Robert Spears', 'MONK', 'ELF', 151, 20)
('Laura Sanders', 'WARLOCK', 'TIEFLING', 12052, 2)
('Katie White', 'ROGUE', 'DWARF', 12615, 8)
('Matthew Hoffman', 'FIGHTER', 'TIEFLING', 12138, 17)
('Jason Gonzales', 'SORCERER', 'HALF_ELF', 16160, 14)
('Katherine Martinez', 'BARBARIAN', 'DWARF', 18483, 14)
('Eric Lin', 'BARD', 'HUMAN', 15941, 10)
('James Koch', 'ROGUE', 'HALFLING', 13366, 7)
('Joseph Roberts', 'ROGUE', 'HALFLING', 446, 10)
('Denise Escobar', 'MONK', 'HUMAN', 12867, 13)
('James Baker', 'PALADIN', 'HUMAN', 1922, 18)
('Melanie Russell', 'ARTIFICER', 'GNOME', 12099, 13)
('Dakota Hill', 'ARTIFICER', 'ELF', 15076, 5)
('Robert Palmer', 'MONK', 'ELF', 4021, 1)
('Katherine Lewis', 'ROGUE', 'HUMAN', 14214, 6)
('Gregory Scott', 'RANGER', 'DRAGONBORN', 12892, 19)
('Joseph James', 'PALADIN', 'GNOME', 16974, 6)
('Stephanie Jones', 'BARBARIAN', 'TIEFLING', 16383, 20)
('Jason Johnson', 'BARD', 'TIEFLING', 7732, 20)
('Amber Barajas', 'BARD', 'ELF', 2627, 3)
('Daniel Johns', 'MONK', 'HALF_ELF', 16121, 7)
('Brittney Wright', 'BARD', 'GNOME', 7372, 1)
('Andrew Brown', 'WIZARD', 'ELF', 17554, 6)
('Alex Bartlett', 'ROGUE', 'GNOME', 1250, 3)
('Paul Wright', 'WARLOCK', 'HUMAN', 17897, 6)
('Patrick Williams', 'BARD', 'DWARF', 11766, 18)
('Kimberly Garcia', 'WARLOCK', 'GNOME', 8240, 13)
('Aaron King', 'RANGER', 'TIEFLING', 12984, 9)
('Sharon Mitchell', 'CLERIC', 'HALFLING', 4432, 1)
('Michelle Castillo', 'FIGHTER', 'HALF_ORC', 2233, 17)
('Maria Leblanc', 'MONK', 'HALF_ELF', 16308, 5)
('Ashley Warner', 'PALADIN', 'DWARF', 1775, 6)
('Kelly Sanders', 'PALADIN', 'HALF_ELF', 17964, 11)
('Brent Ballard', 'MONK', 'HALF_ELF', 15361, 7)
('Edward Jenkins', 'ARTIFICER', 'ELF', 17458, 13)
('Angela Robinson', 'WARLOCK', 'HALFLING', 2004, 16)
('Lindsey Coffey', 'CLERIC', 'DWARF', 17165, 9)
('Isaac Mckee III', 'FIGHTER', 'GNOME', 17080, 18)
('Michael Briggs', 'SORCERER', 'HALF_ORC', 9804, 14)
('Phillip Cruz', 'FIGHTER', 'HALFLING', 7866, 8)
('Brenda Randall', 'MONK', 'DRAGONBORN', 4914, 5)
('Francisco Vance', 'RANGER', 'ELF', 6120, 18)
('Kathryn Hardy', 'WIZARD', 'HALF_ORC', 16355, 16)
('Lisa Patrick', 'ROGUE', 'DRAGONBORN', 17328, 17)
('Ronald Stokes', 'FIGHTER', 'DRAGONBORN', 7773, 3)
('Andrew Snyder', 'DRUID', 'ELF', 13939, 19)
('Michael Carroll', 'WIZARD', 'HUMAN', 1542, 12)
('Emily Buchanan', 'DRUID', 'TIEFLING', 842, 3)
('Todd Fitzpatrick', 'DRUID', 'HALF_ELF', 18394, 15)
('Sean Klein', 'BARD', 'TIEFLING', 13591, 10)
('Marc Jones', 'CLERIC', 'HALFLING', 4810, 3)
('Rachel Peck', 'SORCERER', 'HALF_ORC', 1510, 10)
('Kristen Dawson DDS', 'MONK', 'HUMAN', 8557, 17)
('Kenneth Curtis', 'ARTIFICER', 'ELF', 3032, 18)
('Jillian Martin', 'BARD', 'HALF_ELF', 16012, 19)
('Elizabeth Wilson', 'WIZARD', 'HUMAN', 10905, 2)
('Mr. Michael Stewart', 'ARTIFICER', 'ELF', 5883, 19)
('Philip Thompson', 'WIZARD', 'DRAGONBORN', 9849, 4)
('Jaime Miller', 'DRUID', 'DRAGONBORN', 5557, 1)
('Robert Hernandez', 'RANGER', 'GNOME', 18869, 11)
('Alexander Sullivan', 'WARLOCK', 'HALF_ORC', 16695, 18)
('Patty Todd', 'MONK', 'HALF_ORC', 9995, 3)
('Robert Adams', 'FIGHTER', 'HALFLING', 3719, 4)
('Teresa Hale', 'MONK', 'DWARF', 14902, 18)
('Douglas Jackson', 'MONK', 'DRAGONBORN', 8385, 15)
('Nicole Newman', 'ROGUE', 'DRAGONBORN', 10408, 16)
('Gina Campbell', 'FIGHTER', 'HALF_ELF', 8202, 15)
('Johnathan Marshall', 'RANGER', 'TIEFLING', 4272, 16)
('Katrina Edwards', 'BARBARIAN', 'HALFLING', 9271, 8)
('Helen Ward', 'CLERIC', 'GNOME', 16638, 19)
('Lynn Anderson', 'BARBARIAN', 'HALFLING', 5905, 20)
('Jennifer Hunter', 'DRUID', 'HALF_ELF', 17328, 7)
('Laura Johnson', 'ROGUE', 'HALF_ORC', 10833, 18)
('Joshua Allison', 'BARD', 'TIEFLING', 12801, 19)
('Samantha Walker', 'WARLOCK', 'HUMAN', 9530, 16)
('Michael Doyle', 'BARBARIAN', 'HUMAN', 18667, 19)
('Kimberly Brown', 'PALADIN', 'HUMAN', 5293, 9)
('Brittany Johnson', 'BARD', 'HALF_ORC', 11225, 16)
('Morgan Hobbs', 'CLERIC', 'DWARF', 18676, 14)
('Vicki Thomas', 'ARTIFICER', 'HALF_ORC', 12186, 9)
('Dorothy White', 'ARTIFICER', 'HALFLING', 4110, 2)
('Miguel Simmons', 'ARTIFICER', 'HALF_ORC', 1026, 5)
('Mackenzie Booth', 'CLERIC', 'DWARF', 4575, 19)
('Sandra Bell', 'WARLOCK', 'GNOME', 13718, 15)
('Patrick Mendoza', 'ROGUE', 'GNOME', 3788, 18)
('Julie Mendoza', 'MONK', 'HALF_ORC', 19510, 15)
('Christopher Orozco', 'DRUID', 'HALF_ELF', 109, 12)
('Lauren Perez', 'SORCERER', 'HALFLING', 14249, 9)
('Danielle Lowery', 'BARD', 'GNOME', 5519, 18)
('Mary Holland', 'CLERIC', 'ELF', 7305, 6)
('Katherine Willis', 'SORCERER', 'HALF_ORC', 3218, 7)
('Charles Lewis', 'SORCERER', 'GNOME', 7176, 6)
('Melissa Hunter', 'ROGUE', 'ELF', 10429, 20)
('Jacob Hill', 'BARBARIAN', 'HUMAN', 5241, 19)
('Mr. Daniel Davis', 'CLERIC', 'HUMAN', 7554, 10)
('Patrick Mooney', 'WARLOCK', 'HUMAN', 1111, 17)
('Kathy Diaz', 'FIGHTER', 'HALF_ORC', 15888, 14)
('Brenda Barnes', 'ARTIFICER', 'HALFLING', 8942, 2)
('Brandon Johnson', 'DRUID', 'HALF_ORC', 11136, 14)
('Tony Cole', 'WIZARD', 'HUMAN', 1302, 17)
('Richard Armstrong', 'CLERIC', 'HALFLING', 8218, 7)
('Sarah Long', 'ROGUE', 'TIEFLING', 12985, 1)
